,index,Date,Subject,Age,Sex,TrialNumber,BlockNumber,Block,VideoPath,AudioPath,SpeakerID,ListenerID,SpeakerDyad,ListenerDyad,SpeakerExtract,ListenerExtract,Condition,SpeakerSex,Duration,CorrectResp,Resp,LikertResp,Accuracy,DisplayedDyad,listener_au,model_performance
878,20,2023-07-07 17:31:48.657773,5,27,f,21,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,2,True,45,AU25,-0.45154655969677876
878,20,2023-07-07 17:31:48.657773,5,27,f,21,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,2,True,45,AU26,-0.40036066715536195
878,20,2023-07-07 17:31:48.657773,5,27,f,21,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,2,True,45,AU28,-0.09112817874960258
878,20,2023-07-07 17:31:48.657773,5,27,f,21,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,2,True,45,AU43,0.2628453143971799
878,20,2023-07-07 17:31:48.657773,5,27,f,21,1,va,./stim/processed_extracts/fake_ad/45\46_1_47_1_va.mov,./stim/processed_extracts/audio/45/46_1_47_1_audio.wav,F12,M13,46,47,1,1,fake,F,10,h,h,2,True,45,Pitch,-0.26330898269193265
879,21,2023-07-07 17:31:48.657773,5,27,f,22,1,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake,M,8,h,h,4,True,27,AU12,-0.08952525308650267
879,21,2023-07-07 17:31:48.657773,5,27,f,22,1,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake,M,8,h,h,4,True,27,AU14,-0.06595920730527526
879,21,2023-07-07 17:31:48.657773,5,27,f,22,1,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake,M,8,h,h,4,True,27,AU15,-0.0020487259762720974
879,21,2023-07-07 17:31:48.657773,5,27,f,22,1,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake,M,8,h,h,4,True,27,AU17,0.23950816922167256
879,21,2023-07-07 17:31:48.657773,5,27,f,22,1,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake,M,8,h,h,4,True,27,AU23,-0.324373674422289
879,21,2023-07-07 17:31:48.657773,5,27,f,22,1,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake,M,8,h,h,4,True,27,AU24,0.2774789904276067
879,21,2023-07-07 17:31:48.657773,5,27,f,22,1,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake,M,8,h,h,4,True,27,AU25,0.20269751010418338
879,21,2023-07-07 17:31:48.657773,5,27,f,22,1,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake,M,8,h,h,4,True,27,AU26,0.32176408484464464
879,21,2023-07-07 17:31:48.657773,5,27,f,22,1,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake,M,8,h,h,4,True,27,AU28,-0.1768195370337864
879,21,2023-07-07 17:31:48.657773,5,27,f,22,1,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake,M,8,h,h,4,True,27,AU43,0.050647964479524576
879,21,2023-07-07 17:31:48.657773,5,27,f,22,1,va,./stim/processed_extracts/fake/27\2_4_va.mov,./stim/processed_extracts/audio/27/2_4_audio.wav,M7,F7,27,27,2,4,fake,M,8,h,h,4,True,27,Pitch,0.11515891979963111
880,22,2023-07-07 17:31:48.657773,5,27,f,23,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,true,M,13,g,h,3,False,36,AU12,-0.07181577885507215
880,22,2023-07-07 17:31:48.657773,5,27,f,23,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,true,M,13,g,h,3,False,36,AU14,-0.2626381696256208
880,22,2023-07-07 17:31:48.657773,5,27,f,23,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,true,M,13,g,h,3,False,36,AU15,0.1422662784539716
880,22,2023-07-07 17:31:48.657773,5,27,f,23,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,true,M,13,g,h,3,False,36,AU17,0.4853557766523001
880,22,2023-07-07 17:31:48.657773,5,27,f,23,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,true,M,13,g,h,3,False,36,AU23,0.10926868669506946
880,22,2023-07-07 17:31:48.657773,5,27,f,23,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,true,M,13,g,h,3,False,36,AU24,0.29033512159407276
880,22,2023-07-07 17:31:48.657773,5,27,f,23,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,true,M,13,g,h,3,False,36,AU25,0.08756025922692881
880,22,2023-07-07 17:31:48.657773,5,27,f,23,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,true,M,13,g,h,3,False,36,AU26,-0.13576401315089442
880,22,2023-07-07 17:31:48.657773,5,27,f,23,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,true,M,13,g,h,3,False,36,AU28,0.02796798031887524
880,22,2023-07-07 17:31:48.657773,5,27,f,23,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,true,M,13,g,h,3,False,36,AU43,-0.4394795808682435
880,22,2023-07-07 17:31:48.657773,5,27,f,23,1,va,./stim/processed_extracts/true/36\4_va.mov,./stim/processed_extracts/audio/36/4_audio.wav,M11,F8,36,36,4,4,true,M,13,g,h,3,False,36,Pitch,-0.05166600126713903
881,23,2023-07-07 17:31:48.657773,5,27,f,24,1,va,./stim/processed_extracts/true/42\5_va.mov,./stim/processed_extracts/audio/42/5_audio.wav,M12,F11,42,42,5,5,true,M,13,g,g,3,True,42,AU12,-0.24149475959384575
881,23,2023-07-07 17:31:48.657773,5,27,f,24,1,va,./stim/processed_extracts/true/42\5_va.mov,./stim/processed_extracts/audio/42/5_audio.wav,M12,F11,42,42,5,5,true,M,13,g,g,3,True,42,AU14,0.10438167164313121
881,23,2023-07-07 17:31:48.657773,5,27,f,24,1,va,./stim/processed_extracts/true/42\5_va.mov,./stim/processed_extracts/audio/42/5_audio.wav,M12,F11,42,42,5,5,true,M,13,g,g,3,True,42,AU15,-0.004057130866751293
881,23,2023-07-07 17:31:48.657773,5,27,f,24,1,va,./stim/processed_extracts/true/42\5_va.mov,./stim/processed_extracts/audio/42/5_audio.wav,M12,F11,42,42,5,5,true,M,13,g,g,3,True,42,AU17,0.08527128325986481
881,23,2023-07-07 17:31:48.657773,5,27,f,24,1,va,./stim/processed_extracts/true/42\5_va.mov,./stim/processed_extracts/audio/42/5_audio.wav,M12,F11,42,42,5,5,true,M,13,g,g,3,True,42,AU23,-0.01738146261794949
881,23,2023-07-07 17:31:48.657773,5,27,f,24,1,va,./stim/processed_extracts/true/42\5_va.mov,./stim/processed_extracts/audio/42/5_audio.wav,M12,F11,42,42,5,5,true,M,13,g,g,3,True,42,AU24,-0.0570455007468774
881,23,2023-07-07 17:31:48.657773,5,27,f,24,1,va,./stim/processed_extracts/true/42\5_va.mov,./stim/processed_extracts/audio/42/5_audio.wav,M12,F11,42,42,5,5,true,M,13,g,g,3,True,42,AU25,0.006926880605762385
881,23,2023-07-07 17:31:48.657773,5,27,f,24,1,va,./stim/processed_extracts/true/42\5_va.mov,./stim/processed_extracts/audio/42/5_audio.wav,M12,F11,42,42,5,5,true,M,13,g,g,3,True,42,AU26,0.197489322733583
881,23,2023-07-07 17:31:48.657773,5,27,f,24,1,va,./stim/processed_extracts/true/42\5_va.mov,./stim/processed_extracts/audio/42/5_audio.wav,M12,F11,42,42,5,5,true,M,13,g,g,3,True,42,AU28,0.1056152800968556
881,23,2023-07-07 17:31:48.657773,5,27,f,24,1,va,./stim/processed_extracts/true/42\5_va.mov,./stim/processed_extracts/audio/42/5_audio.wav,M12,F11,42,42,5,5,true,M,13,g,g,3,True,42,AU43,-0.028085896448513992
881,23,2023-07-07 17:31:48.657773,5,27,f,24,1,va,./stim/processed_extracts/true/42\5_va.mov,./stim/processed_extracts/audio/42/5_audio.wav,M12,F11,42,42,5,5,true,M,13,g,g,3,True,42,Pitch,-0.1481600282882326
882,24,2023-07-07 17:31:48.657773,5,27,f,25,1,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,true,M,7,g,g,3,True,19,AU12,0.08434678661231063
882,24,2023-07-07 17:31:48.657773,5,27,f,25,1,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,true,M,7,g,g,3,True,19,AU14,0.003488963445176131
882,24,2023-07-07 17:31:48.657773,5,27,f,25,1,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,true,M,7,g,g,3,True,19,AU15,0.24647206920374823
882,24,2023-07-07 17:31:48.657773,5,27,f,25,1,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,true,M,7,g,g,3,True,19,AU17,-0.14612142566744074
882,24,2023-07-07 17:31:48.657773,5,27,f,25,1,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,true,M,7,g,g,3,True,19,AU23,0.07313589270022117
882,24,2023-07-07 17:31:48.657773,5,27,f,25,1,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,true,M,7,g,g,3,True,19,AU24,-0.25700739143985757
882,24,2023-07-07 17:31:48.657773,5,27,f,25,1,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,true,M,7,g,g,3,True,19,AU25,0.2921761997862149
882,24,2023-07-07 17:31:48.657773,5,27,f,25,1,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,true,M,7,g,g,3,True,19,AU26,-0.06666127882980262
882,24,2023-07-07 17:31:48.657773,5,27,f,25,1,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,true,M,7,g,g,3,True,19,AU28,0.09177582708474295
882,24,2023-07-07 17:31:48.657773,5,27,f,25,1,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,true,M,7,g,g,3,True,19,AU43,0.20446302249544432
882,24,2023-07-07 17:31:48.657773,5,27,f,25,1,va,./stim/processed_extracts/true/19\1_va.mov,./stim/processed_extracts/audio/19/1_audio.wav,M6,F6,19,19,1,1,true,M,7,g,g,3,True,19,Pitch,0.45735146825860196
883,25,2023-07-07 17:31:48.657773,5,27,f,26,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,true,M,11,g,g,4,True,2,AU12,0.34271303562186795
883,25,2023-07-07 17:31:48.657773,5,27,f,26,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,true,M,11,g,g,4,True,2,AU14,-0.1417946047192096
883,25,2023-07-07 17:31:48.657773,5,27,f,26,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,true,M,11,g,g,4,True,2,AU15,0.09626778776180257
883,25,2023-07-07 17:31:48.657773,5,27,f,26,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,true,M,11,g,g,4,True,2,AU17,0.03357004505416732
883,25,2023-07-07 17:31:48.657773,5,27,f,26,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,true,M,11,g,g,4,True,2,AU23,0.28593805859959703
883,25,2023-07-07 17:31:48.657773,5,27,f,26,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,true,M,11,g,g,4,True,2,AU24,-0.06579823400116995
883,25,2023-07-07 17:31:48.657773,5,27,f,26,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,true,M,11,g,g,4,True,2,AU25,0.18919676392917678
883,25,2023-07-07 17:31:48.657773,5,27,f,26,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,true,M,11,g,g,4,True,2,AU26,0.4405727788866764
883,25,2023-07-07 17:31:48.657773,5,27,f,26,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,true,M,11,g,g,4,True,2,AU28,-0.011798573609389244
883,25,2023-07-07 17:31:48.657773,5,27,f,26,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,true,M,11,g,g,4,True,2,AU43,-0.12259259653981315
883,25,2023-07-07 17:31:48.657773,5,27,f,26,1,va,./stim/processed_extracts/true/2\1_va.mov,./stim/processed_extracts/audio/2/1_audio.wav,M2,F1,2,2,1,1,true,M,11,g,g,4,True,2,Pitch,0.2796844405804011
884,26,2023-07-07 17:31:48.657773,5,27,f,27,1,va,./stim/processed_extracts/fake/40\7_10_va.mov,./stim/processed_extracts/audio/40/7_10_audio.wav,M10,F10,40,40,10,7,fake,M,14,h,h,4,True,40,AU12,-0.07965096538229174
884,26,2023-07-07 17:31:48.657773,5,27,f,27,1,va,./stim/processed_extracts/fake/40\7_10_va.mov,./stim/processed_extracts/audio/40/7_10_audio.wav,M10,F10,40,40,10,7,fake,M,14,h,h,4,True,40,AU14,-0.016271527594598042
884,26,2023-07-07 17:31:48.657773,5,27,f,27,1,va,./stim/processed_extracts/fake/40\7_10_va.mov,./stim/processed_extracts/audio/40/7_10_audio.wav,M10,F10,40,40,10,7,fake,M,14,h,h,4,True,40,AU15,-0.2493855281587393
884,26,2023-07-07 17:31:48.657773,5,27,f,27,1,va,./stim/processed_extracts/fake/40\7_10_va.mov,./stim/processed_extracts/audio/40/7_10_audio.wav,M10,F10,40,40,10,7,fake,M,14,h,h,4,True,40,AU17,0.23952375080384516
884,26,2023-07-07 17:31:48.657773,5,27,f,27,1,va,./stim/processed_extracts/fake/40\7_10_va.mov,./stim/processed_extracts/audio/40/7_10_audio.wav,M10,F10,40,40,10,7,fake,M,14,h,h,4,True,40,AU23,-0.014603825730717765
884,26,2023-07-07 17:31:48.657773,5,27,f,27,1,va,./stim/processed_extracts/fake/40\7_10_va.mov,./stim/processed_extracts/audio/40/7_10_audio.wav,M10,F10,40,40,10,7,fake,M,14,h,h,4,True,40,AU24,0.27111425313956955
884,26,2023-07-07 17:31:48.657773,5,27,f,27,1,va,./stim/processed_extracts/fake/40\7_10_va.mov,./stim/processed_extracts/audio/40/7_10_audio.wav,M10,F10,40,40,10,7,fake,M,14,h,h,4,True,40,AU25,-0.038765816044380216
884,26,2023-07-07 17:31:48.657773,5,27,f,27,1,va,./stim/processed_extracts/fake/40\7_10_va.mov,./stim/processed_extracts/audio/40/7_10_audio.wav,M10,F10,40,40,10,7,fake,M,14,h,h,4,True,40,AU26,-0.0036992126594450076
884,26,2023-07-07 17:31:48.657773,5,27,f,27,1,va,./stim/processed_extracts/fake/40\7_10_va.mov,./stim/processed_extracts/audio/40/7_10_audio.wav,M10,F10,40,40,10,7,fake,M,14,h,h,4,True,40,AU28,-0.008675254172885453
884,26,2023-07-07 17:31:48.657773,5,27,f,27,1,va,./stim/processed_extracts/fake/40\7_10_va.mov,./stim/processed_extracts/audio/40/7_10_audio.wav,M10,F10,40,40,10,7,fake,M,14,h,h,4,True,40,AU43,-0.09912805524498483
884,26,2023-07-07 17:31:48.657773,5,27,f,27,1,va,./stim/processed_extracts/fake/40\7_10_va.mov,./stim/processed_extracts/audio/40/7_10_audio.wav,M10,F10,40,40,10,7,fake,M,14,h,h,4,True,40,Pitch,-0.1409886650674313
885,27,2023-07-07 17:31:48.657773,5,27,f,28,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,true,M,7,g,g,1,True,4,AU12,0.29110713656262116
885,27,2023-07-07 17:31:48.657773,5,27,f,28,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,true,M,7,g,g,1,True,4,AU14,-0.20719197646195714
885,27,2023-07-07 17:31:48.657773,5,27,f,28,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,true,M,7,g,g,1,True,4,AU15,-0.13695105411282096
885,27,2023-07-07 17:31:48.657773,5,27,f,28,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,true,M,7,g,g,1,True,4,AU17,0.024850328714076407
885,27,2023-07-07 17:31:48.657773,5,27,f,28,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,true,M,7,g,g,1,True,4,AU23,-0.19192273487101036
885,27,2023-07-07 17:31:48.657773,5,27,f,28,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,true,M,7,g,g,1,True,4,AU24,-0.5016800664444783
885,27,2023-07-07 17:31:48.657773,5,27,f,28,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,true,M,7,g,g,1,True,4,AU25,0.25292233826794813
885,27,2023-07-07 17:31:48.657773,5,27,f,28,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,true,M,7,g,g,1,True,4,AU26,-0.2005903945695425
885,27,2023-07-07 17:31:48.657773,5,27,f,28,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,true,M,7,g,g,1,True,4,AU28,-0.10775911841983786
885,27,2023-07-07 17:31:48.657773,5,27,f,28,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,true,M,7,g,g,1,True,4,AU43,0.25228018342529857
885,27,2023-07-07 17:31:48.657773,5,27,f,28,1,va,./stim/processed_extracts/true/4\4_va.mov,./stim/processed_extracts/audio/4/4_audio.wav,M2,F2,4,4,4,4,true,M,7,g,g,1,True,4,Pitch,0.37310520384349954
886,28,2023-07-07 17:31:48.657773,5,27,f,29,1,va,./stim/processed_extracts/true/40\4_va.mov,./stim/processed_extracts/audio/40/4_audio.wav,F10,M10,40,40,4,4,true,F,15,g,g,4,True,40,AU12,0.2868175798829067
886,28,2023-07-07 17:31:48.657773,5,27,f,29,1,va,./stim/processed_extracts/true/40\4_va.mov,./stim/processed_extracts/audio/40/4_audio.wav,F10,M10,40,40,4,4,true,F,15,g,g,4,True,40,AU14,0.039814186075141554
886,28,2023-07-07 17:31:48.657773,5,27,f,29,1,va,./stim/processed_extracts/true/40\4_va.mov,./stim/processed_extracts/audio/40/4_audio.wav,F10,M10,40,40,4,4,true,F,15,g,g,4,True,40,AU15,0.18096966352603136
886,28,2023-07-07 17:31:48.657773,5,27,f,29,1,va,./stim/processed_extracts/true/40\4_va.mov,./stim/processed_extracts/audio/40/4_audio.wav,F10,M10,40,40,4,4,true,F,15,g,g,4,True,40,AU17,-0.11373443289517447
886,28,2023-07-07 17:31:48.657773,5,27,f,29,1,va,./stim/processed_extracts/true/40\4_va.mov,./stim/processed_extracts/audio/40/4_audio.wav,F10,M10,40,40,4,4,true,F,15,g,g,4,True,40,AU23,0.15920616325620693
886,28,2023-07-07 17:31:48.657773,5,27,f,29,1,va,./stim/processed_extracts/true/40\4_va.mov,./stim/processed_extracts/audio/40/4_audio.wav,F10,M10,40,40,4,4,true,F,15,g,g,4,True,40,AU24,0.14518094322269967
886,28,2023-07-07 17:31:48.657773,5,27,f,29,1,va,./stim/processed_extracts/true/40\4_va.mov,./stim/processed_extracts/audio/40/4_audio.wav,F10,M10,40,40,4,4,true,F,15,g,g,4,True,40,AU25,0.19489648877280935
886,28,2023-07-07 17:31:48.657773,5,27,f,29,1,va,./stim/processed_extracts/true/40\4_va.mov,./stim/processed_extracts/audio/40/4_audio.wav,F10,M10,40,40,4,4,true,F,15,g,g,4,True,40,AU26,-0.14945465228431876
886,28,2023-07-07 17:31:48.657773,5,27,f,29,1,va,./stim/processed_extracts/true/40\4_va.mov,./stim/processed_extracts/audio/40/4_audio.wav,F10,M10,40,40,4,4,true,F,15,g,g,4,True,40,AU28,0.09735046077219477
886,28,2023-07-07 17:31:48.657773,5,27,f,29,1,va,./stim/processed_extracts/true/40\4_va.mov,./stim/processed_extracts/audio/40/4_audio.wav,F10,M10,40,40,4,4,true,F,15,g,g,4,True,40,AU43,-0.014741503890921836
886,28,2023-07-07 17:31:48.657773,5,27,f,29,1,va,./stim/processed_extracts/true/40\4_va.mov,./stim/processed_extracts/audio/40/4_audio.wav,F10,M10,40,40,4,4,true,F,15,g,g,4,True,40,Pitch,0.17691332089105524
887,29,2023-07-07 17:31:48.657773,5,27,f,30,1,va,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,M12,F11,38,37,1,3,fake,M,8,h,h,2,True,42,AU12,0.3589288270844496
887,29,2023-07-07 17:31:48.657773,5,27,f,30,1,va,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,M12,F11,38,37,1,3,fake,M,8,h,h,2,True,42,AU14,0.3464338751152838
887,29,2023-07-07 17:31:48.657773,5,27,f,30,1,va,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,M12,F11,38,37,1,3,fake,M,8,h,h,2,True,42,AU15,0.15620721856939293
887,29,2023-07-07 17:31:48.657773,5,27,f,30,1,va,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,M12,F11,38,37,1,3,fake,M,8,h,h,2,True,42,AU17,0.24269905852319168
887,29,2023-07-07 17:31:48.657773,5,27,f,30,1,va,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,M12,F11,38,37,1,3,fake,M,8,h,h,2,True,42,AU23,0.06473788199533563
887,29,2023-07-07 17:31:48.657773,5,27,f,30,1,va,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,M12,F11,38,37,1,3,fake,M,8,h,h,2,True,42,AU24,0.2121466205040931
887,29,2023-07-07 17:31:48.657773,5,27,f,30,1,va,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,M12,F11,38,37,1,3,fake,M,8,h,h,2,True,42,AU25,0.09005175412696095
887,29,2023-07-07 17:31:48.657773,5,27,f,30,1,va,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,M12,F11,38,37,1,3,fake,M,8,h,h,2,True,42,AU26,0.42352245314201653
887,29,2023-07-07 17:31:48.657773,5,27,f,30,1,va,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,M12,F11,38,37,1,3,fake,M,8,h,h,2,True,42,AU28,0.176921183165455
887,29,2023-07-07 17:31:48.657773,5,27,f,30,1,va,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,M12,F11,38,37,1,3,fake,M,8,h,h,2,True,42,AU43,0.4346882586846393
887,29,2023-07-07 17:31:48.657773,5,27,f,30,1,va,./stim/processed_extracts/fake_ad/42\37_3_38_1_va.mov,./stim/processed_extracts/audio/42/37_3_38_1_audio.wav,M12,F11,38,37,1,3,fake,M,8,h,h,2,True,42,Pitch,0.2975053485478899
888,30,2023-07-07 17:31:48.657773,5,27,f,31,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU12,-0.20323285263072605
888,30,2023-07-07 17:31:48.657773,5,27,f,31,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU14,-0.1088898688827288
888,30,2023-07-07 17:31:48.657773,5,27,f,31,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU15,0.043088392604470734
888,30,2023-07-07 17:31:48.657773,5,27,f,31,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU17,0.12924996511946116
888,30,2023-07-07 17:31:48.657773,5,27,f,31,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU23,0.07426782020067865
888,30,2023-07-07 17:31:48.657773,5,27,f,31,1,va,./stim/processed_extracts/fake/2\2_3_va.mov,./stim/processed_extracts/audio/2/2_3_audio.wav,F1,M2,2,2,3,2,fake,F,8,h,h,2,True,2,AU24,-0.017714813058661193
